Year,Month,Day,Amplitude,Station
2021,10,01,3.0999999999999996,PUG1745
2021,10,02,3.3,PUG1745
2021,10,03,3.5,PUG1745
2021,10,04,3.5,PUG1745
2021,10,05,3.5,PUG1745
2021,10,06,3.3,PUG1745
2021,10,07,3.3,PUG1745
2021,10,08,3,PUG1745
2021,10,09,2.8,PUG1745
2021,10,10,2.5,PUG1745
2021,10,11,1.8,PUG1745
2021,10,12,2,PUG1745
2021,10,13,2,PUG1745
2021,10,14,2.2,PUG1745
2021,10,15,2.5999999999999996,PUG1745
2021,10,16,3,PUG1745
2021,10,17,3,PUG1745
2021,10,18,3,PUG1745
2021,10,19,2.8,PUG1745
2021,10,20,2.9,PUG1745
2021,10,21,2.9,PUG1745
2021,10,22,3,PUG1745
2021,10,23,2.9,PUG1745
2021,10,24,2.9,PUG1745
2021,10,25,2.7,PUG1745
2021,10,26,1.7,PUG1745
2021,10,27,2.5999999999999996,PUG1745
2021,10,28,2.7,PUG1745
2021,10,29,2.8,PUG1745
2021,10,30,3,PUG1745
2021,10,31,3,PUG1745
2021,11,01,3.1,PUG1745
2021,11,02,3.0999999999999996,PUG1745
2021,11,03,3.3,PUG1745
2021,11,04,3.3,PUG1745
2021,11,05,3.1,PUG1745
2021,11,06,2.9,PUG1745
2021,11,07,2.6,PUG1745
2021,11,08,2.4,PUG1745
2021,11,09,2.1,PUG1745
2021,11,10,1.9000000000000001,PUG1745
2021,11,11,2.2,PUG1745
2021,11,12,2.5,PUG1745
2021,11,13,2.6,PUG1745
2021,11,14,2.7,PUG1745
2021,11,15,2.5999999999999996,PUG1745
2021,11,16,2.9,PUG1745
2021,11,17,3,PUG1745
2021,11,18,3.0999999999999996,PUG1745
2021,11,19,3.0999999999999996,PUG1745
2021,11,20,3.2,PUG1745
2021,11,21,3.2,PUG1745
2021,11,22,3,PUG1745
2021,11,23,2.9,PUG1745
2021,11,24,2.9,PUG1745
2021,11,25,2.8,PUG1745
2021,11,26,2.0999999999999996,PUG1745
2021,11,27,2.7,PUG1745
2021,11,28,2.7,PUG1745
2021,11,29,2.7,PUG1745
2021,11,30,2.9,PUG1745
2021,12,01,2.5,PUG1745
2021,12,02,3.1,PUG1745
2021,12,03,3.1,PUG1745
2021,12,04,2.9,PUG1745
2021,12,05,2.7,PUG1745
2021,12,06,2.5999999999999996,PUG1745
2021,12,07,2.4000000000000004,PUG1745
2021,12,08,2.3,PUG1745
2021,12,09,2.2,PUG1745
2021,12,10,2.4,PUG1745
2021,12,11,2.4,PUG1745
2021,12,12,2.5,PUG1745
2021,12,13,2.7,PUG1745
2021,12,14,3,PUG1745
2021,12,15,2.0999999999999996,PUG1745
2021,12,16,3.2,PUG1745
2021,12,17,3.3,PUG1745
2021,12,18,3.4,PUG1745
2021,12,19,3.4,PUG1745
2021,12,20,3.4,PUG1745
2021,12,21,3.4000000000000004,PUG1745
2021,12,22,3.3,PUG1745
2021,12,23,3.1,PUG1745
2021,12,24,2.8,PUG1745
2021,12,25,2.2,PUG1745
2021,12,26,2.5,PUG1745
2021,12,27,2.5,PUG1745
2021,12,28,2.7,PUG1745
2021,12,29,2.9,PUG1745
2021,12,30,2.2,PUG1745
2021,12,31,2.9,PUG1745
